"redshift","g.r","g.r_err","fracdeV","type"
0.0428,0.334,0.02,0.11,0
0.0833,0.44,0.022,0,0
0.0624,0.567,0.018,0.23,0
0.0554,0.54,0.017,0.12,0
0.0555,0.571,0.017,0.11,0
0.0773,0.454,0.027,0.05,0
0.0766,0.572,0.02,0.1,0
0.0419,0.591,0.015,0.22,0
0.0648,0.496,0.02,0.17,0
0.0749,0.553,0.016,0.19,0
0.0758,0.51,0.03,0.06,0
0.0753,0.629,0.017,0.22,0
0.0783,0.391,0.026,0.45,0
0.0504,0.425,0.018,0.03,0
0.0715,0.444,0.015,0.41,0
0.0636,0.593,0.016,0.16,0
0.0417,0.487,0.015,0,0
0.0365,0.576,0.035,0.41,0
0.0504,0.482,0.017,0.16,0
0.0637,0.469,0.02,0.23,0
0.0547,0.518,0.016,0.22,0
0.0389,0.34,0.016,0.08,0
0.0507,0.387,0.026,0.48,0
0.079,0.444,0.025,0.43,0
0.077,0.384,0.019,0.14,0
0.0323,0.409,0.015,0.47,0
0.0317,0.579,0.015,0.13,0
0.0792,0.465,0.023,0,0
0.0685,0.503,0.022,0.05,0
0.0623,0.47,0.016,0.11,0
0.0844,0.529,0.019,0,0
0.0615,0.505,0.018,0,0
0.0738,0.514,0.024,0,0
0.0822,0.591,0.018,0.22,0
0.0342,0.555,0.021,0.06,0
0.0754,0.375,0.021,0.24,0
0.0662,0.512,0.033,0.34,0
0.0558,0.526,0.02,0.26,0
0.0642,0.481,0.017,0.17,0
0.0639,0.424,0.017,0,0
0.0721,0.378,0.021,0.11,0
0.0423,0.643,0.016,0.38,0
0.0681,0.285,0.025,0.11,0
0.0719,0.538,0.016,0.16,0
0.0726,0.524,0.019,0,0
0.0765,0.452,0.021,0.12,0
0.0823,0.438,0.025,0,0
0.0461,0.532,0.015,0.3,0
0.0442,0.379,0.02,0.16,0
0.0741,0.557,0.023,0.03,0
0.0587,0.43,0.017,0.11,0
0.0659,0.473,0.026,0.31,0
0.043,0.642,0.015,0.23,0
0.0691,0.492,0.022,0.11,0
0.0771,0.554,0.024,0,0
0.051,0.468,0.019,0.14,0
0.0431,0.427,0.016,0.03,0
0.0535,0.32,0.023,0.37,0
0.0661,0.396,0.015,0.27,0
0.0834,0.322,0.019,0.11,0
0.0368,0.574,0.015,0,0
0.0601,0.44,0.018,0.04,0
0.0534,0.503,0.022,0.06,0
0.0797,0.544,0.018,0.36,0
0.0804,0.511,0.019,0.15,0
0.0704,0.34,0.022,0.01,0
0.0445,0.444,0.018,0.27,0
0.0409,0.613,0.016,0.04,0
0.0714,0.486,0.018,0,0
0.0542,0.448,0.02,0.18,0
0.0522,0.517,0.018,0.27,0
0.0547,0.569,0.017,0.15,0
0.0526,0.482,0.028,0.08,0
0.0786,0.505,0.021,0.16,0
0.0828,0.658,0.02,0.09,0
0.0547,0.578,0.017,0.17,0
0.0762,0.376,0.025,0.45,0
0.0791,0.509,0.029,0,0
0.0648,0.582,0.016,0.04,0
0.0637,0.541,0.017,0.35,0
0.0711,0.378,0.021,0.38,0
0.0324,0.581,0.05,0.12,0
0.0562,0.595,0.017,0.11,0
0.0585,0.439,0.018,0.29,0
0.0509,0.582,0.015,0.03,0
0.0721,0.372,0.031,0.21,0
0.0843,0.59,0.017,0.11,0
0.0514,0.417,0.022,0.33,0
0.0759,0.669,0.016,0.33,0
0.0814,0.591,0.022,0.34,0
0.0843,0.521,0.017,0.45,0
0.0674,0.543,0.021,0.29,0
0.076,0.429,0.017,0.23,0
0.0629,0.554,0.015,0.05,0
0.0304,0.571,0.015,0,0
0.082,0.523,0.022,0.2,0
0.0394,0.579,0.015,0.19,0
0.0709,0.569,0.016,0.11,0
0.068,0.513,0.024,0.12,0
0.0631,0.46,0.016,0,0
0.0352,0.534,0.017,0.36,0
0.0571,0.654,0.041,0.19,0
0.0366,0.528,0.017,0.16,0
0.0829,0.47,0.017,0.16,0
0.0595,0.406,0.017,0.28,0
0.0431,0.477,0.015,0.05,0
0.0771,0.615,0.015,0.33,0
0.0373,0.434,0.018,0.42,0
0.0463,0.5,0.016,0.01,0
0.0664,0.375,0.021,0.13,0
0.083,0.397,0.02,0.06,0
0.0715,0.476,0.018,0.26,0
0.0812,0.599,0.017,0.27,0
0.0713,0.639,0.016,0.26,0
0.0729,0.621,0.018,0.26,0
0.0545,0.486,0.025,0.11,0
0.0533,0.477,0.019,0,0
0.0525,0.541,0.015,0.44,0
0.0547,0.563,0.054,0.21,0
0.0407,0.611,0.015,0.39,0
0.067,0.576,0.019,0.18,0
0.0539,0.593,0.019,0.06,0
0.0693,0.495,0.018,0.25,0
0.0531,0.662,0.015,0.33,0
0.034,0.48,0.016,0.06,0
0.0563,0.456,0.023,0,0
0.074,0.589,0.017,0.27,0
0.0537,0.328,0.017,0.17,0
0.0684,0.578,0.016,0.4,0
0.046,0.648,0.015,0.24,0
0.0528,0.626,0.017,0.34,0
0.0699,0.314,0.024,0.17,0
0.0698,0.62,0.017,0.21,0
0.035,0.354,0.015,0,0
0.0351,0.566,0.015,0.38,0
0.0536,0.48,0.028,0.1,0
0.0686,0.447,0.02,0.18,0
0.0402,0.623,0.017,0.06,0
0.0528,0.344,0.021,0.13,0
0.0679,0.499,0.021,0,0
0.0325,0.416,0.015,0.13,0
0.0351,0.277,0.018,0.06,0
0.0747,0.637,0.019,0.45,0
0.0779,0.384,0.019,0,0
0.0491,0.484,0.017,0.16,0
0.0381,0.602,0.022,0.45,0
0.0561,0.662,0.016,0.49,0
0.0756,0.595,0.02,0,0
0.0366,0.364,0.02,0.23,0
0.0582,0.595,0.016,0,0
0.0849,0.432,0.016,0.15,0
0.0761,0.55,0.019,0.05,0
0.0829,0.554,0.017,0.15,0
0.0675,0.629,0.019,0.41,0
0.0604,0.625,0.016,0.27,0
0.0757,0.547,0.017,0.27,0
0.0749,0.485,0.024,0.12,0
0.0793,0.672,0.027,0.37,0
0.0843,0.567,0.018,0.08,0
0.0798,0.54,0.019,0,0
0.0685,0.579,0.018,0.45,0
0.0774,0.597,0.017,0,0
0.0652,0.54,0.019,0,0
0.0544,0.553,0.018,0.16,0
0.0585,0.546,0.017,0.24,0
0.0397,0.53,0.02,0.21,0
0.0823,0.33,0.026,0,0
0.0511,0.498,0.016,0.18,0
0.0748,0.601,0.016,0.23,0
0.0351,0.496,0.019,0.23,0
0.083,0.553,0.017,0.47,0
0.0557,0.475,0.016,0.36,0
0.0501,0.606,0.016,0,0
0.0721,0.502,0.018,0.24,0
0.0723,0.546,0.018,0.14,0
0.0788,0.495,0.02,0.11,0
0.0524,0.561,0.016,0.2,0
0.0357,0.606,0.028,0.45,0
0.0834,0.386,0.02,0.43,0
0.0716,0.522,0.017,0.3,0
0.0662,0.386,0.023,0.02,0
0.0804,0.418,0.02,0.06,0
0.0388,0.467,0.015,0.4,0
0.0559,0.529,0.017,0.18,0
0.0418,0.61,0.015,0.17,0
0.0763,0.411,0.025,0.2,0
0.0537,0.537,0.019,0.1,0
0.0728,0.585,0.017,0.22,0
0.0498,0.512,0.015,0.39,0
0.0728,0.375,0.019,0.13,0
0.069,0.545,0.025,0.17,0
0.0709,0.573,0.016,0.05,0
0.0543,0.472,0.019,0.02,0
0.0795,0.441,0.023,0.06,0
0.0493,0.379,0.018,0,0
0.03,0.457,0.017,0,0
0.0682,0.345,0.025,0.22,0
0.0488,0.591,0.018,0.08,0
0.0843,0.457,0.033,0.19,0
0.0847,0.39,0.026,0.03,0
0.0365,0.508,0.02,0,0
0.0556,0.493,0.017,0,0
0.0389,0.461,0.018,0,0
0.0365,0.549,0.018,0.06,0
0.0396,0.477,0.02,0.04,0
0.0545,0.547,0.018,0.09,0
0.0628,0.567,0.017,0,0
0.0495,0.571,0.015,0.08,0
0.0413,0.387,0.015,0.1,0
0.0555,0.617,0.029,0.22,0
0.0732,0.589,0.018,0.09,0
0.039,0.534,0.015,0,0
0.0553,0.541,0.017,0,0
0.0678,0.379,0.02,0.11,0
0.056,0.554,0.017,0.05,0
0.0799,0.594,0.02,0,0
0.0751,0.564,0.023,0.03,0
0.0562,0.468,0.025,0.06,0
0.0796,0.579,0.019,0.04,0
0.072,0.551,0.02,0.22,0
0.0803,0.441,0.022,0,0
0.0802,0.544,0.028,0.1,0
0.055,0.463,0.016,0.05,0
0.0824,0.574,0.016,0.12,0
0.0363,0.482,0.016,0.09,0
0.0376,0.429,0.019,0.39,0
0.0559,0.63,0.015,0.24,0
0.036,0.502,0.016,0.15,0
0.0685,0.512,0.017,0,0
0.066,0.52,0.017,0,0
0.0714,0.411,0.02,0,0
0.073,0.501,0.018,0.14,0
0.0366,0.529,0.015,0.22,0
0.036,0.525,0.016,0.09,0
0.0778,0.538,0.016,0.46,0
0.0396,0.48,0.016,0.07,0
0.0552,0.556,0.016,0,0
0.0313,0.439,0.017,0.11,0
0.0386,0.45,0.026,0.1,0
0.0635,0.554,0.022,0.11,0
0.0848,0.534,0.026,0,0
0.084,0.499,0.017,0.36,0
0.0702,0.585,0.016,0.02,0
0.0736,0.529,0.018,0,0
0.0592,0.412,0.021,0.08,0
0.0652,0.622,0.017,0.25,0
0.055,0.545,0.017,0.19,0
0.0546,0.352,0.022,0,0
0.0696,0.465,0.019,0.25,0
0.0301,0.6,0.015,0.43,0
0.0564,0.526,0.018,0.43,0
0.0682,0.458,0.017,0.37,0
0.0584,0.444,0.139,0.22,0
0.0797,0.562,0.016,0.22,0
0.0531,0.456,0.026,0.09,0
0.0355,0.627,0.015,0.14,0
0.0537,0.541,0.016,0,0
0.0686,0.602,0.018,0.11,0
0.0562,0.564,0.016,0.09,0
0.0552,0.613,0.026,0,0
0.0749,0.519,0.027,0.08,0
0.0366,0.566,0.015,0.03,0
0.054,0.498,0.018,0.05,0
0.0499,0.576,0.016,0.22,0
0.0522,0.461,0.018,0.02,0
0.0714,0.596,0.019,0.32,0
0.055,0.621,0.022,0.35,0
0.0746,0.542,0.016,0.4,0
0.0731,0.572,0.02,0.35,0
0.0562,0.481,0.023,0,0
0.0545,0.642,0.02,0.18,0
0.0539,0.472,0.017,0.22,0
0.0439,0.537,0.017,0.2,0
0.0688,0.629,0.018,0.1,0
0.0554,0.515,0.015,0.04,0
0.0814,0.625,0.019,0.24,0
0.0435,0.481,0.016,0.12,0
0.0542,0.421,0.016,0.24,0
0.0652,0.437,0.021,0.16,0
0.0549,0.481,0.017,0.14,0
0.0639,0.585,0.017,0,0
0.0606,0.64,0.016,0.26,0
0.0687,0.615,0.016,0.35,0
0.0551,0.575,0.02,0.06,0
0.0407,0.642,0.015,0.33,0
0.0637,0.521,0.016,0.43,0
0.0525,0.57,0.016,0,0
0.0582,0.599,0.016,0.13,0
0.066,0.56,0.017,0.14,0
0.0829,0.635,0.017,0.15,0
0.0331,0.553,0.015,0.23,0
0.073,0.449,0.018,0.37,0
0.0657,0.481,0.015,0.06,0
0.0412,0.364,0.047,0,0
0.0578,0.536,0.016,0.12,0
0.0805,0.473,0.017,0.31,0
0.0697,0.578,0.017,0.23,0
0.0321,0.488,0.015,0.05,0
0.0689,0.342,0.022,0,0
0.0703,0.534,0.018,0.3,0
0.0441,0.554,0.015,0.1,0
0.069,0.467,0.019,0.06,0
0.0331,0.557,0.017,0.31,0
0.0782,0.654,0.017,0.31,0
0.0755,0.473,0.021,0.45,0
0.0762,0.515,0.018,0,0
0.0453,0.636,0.016,0,0
0.044,0.548,0.016,0.01,0
0.0731,0.358,0.019,0.16,0
0.0604,0.542,0.016,0.02,0
0.0446,0.557,0.017,0,0
0.0582,0.622,0.016,0.25,0
0.0595,0.482,0.029,0,0
0.0781,0.55,0.022,0.17,0
0.0585,0.485,0.019,0,0
0.04,0.386,0.016,0.05,0
0.0819,0.505,0.028,0.12,0
0.0694,0.654,0.017,0.47,0
0.0544,0.536,0.015,0,0
0.0837,0.591,0.019,0.01,0
0.0561,0.521,3.568,0.17,0
0.055,0.588,0.02,0.47,0
0.0723,0.356,0.026,0.16,0
0.0605,0.497,0.02,0.15,0
0.0308,0.557,0.015,0.24,0
0.0661,0.524,0.05,0.45,0
0.0472,0.561,0.017,0.35,0
0.0808,0.532,0.023,0.27,0
0.0717,0.53,0.017,0.05,0
0.0828,0.618,0.022,0.04,0
0.0513,0.434,0.017,0.19,0
0.0663,0.46,0.02,0.16,0
0.0772,0.6,0.036,0.37,0
0.0702,0.601,0.015,0.46,0
0.0334,0.371,0.02,0.16,0
0.0768,0.48,0.021,0,0
0.0721,0.456,0.025,0.1,0
0.0687,0.564,0.018,0.21,0
0.0647,0.604,0.015,0.13,0
0.0687,0.482,0.017,0,0
0.057,0.648,0.016,0.19,0
0.0588,0.553,0.051,0.02,0
0.0848,0.481,0.02,0.08,0
0.0834,0.525,0.029,0,0
0.063,0.388,0.021,0.38,0
0.0681,0.557,0.018,0.26,0
0.0341,0.554,0.016,0.44,0
0.0372,0.585,0.015,0.11,0
0.0688,0.502,0.022,0.05,0
0.0485,0.606,0.017,0.44,0
0.0836,0.618,0.017,0.38,0
0.0404,0.63,0.016,0.32,0
0.0536,0.564,0.024,0.02,0
0.059,0.51,0.016,0.31,0
0.063,0.64,0.015,0.24,0
0.0784,0.597,0.022,0.14,0
0.0549,0.435,0.022,0.26,0
0.038,0.6,0.017,0.24,0
0.0799,0.457,0.033,0.44,0
0.05,0.491,0.017,0.15,0
0.0654,0.555,0.016,0.45,0
0.0626,0.581,0.016,0.14,0
0.0409,0.535,0.034,0.2,0
0.0801,0.376,0.023,0.08,0
0.0736,0.609,0.03,0.02,0
0.0795,0.44,0.023,0.26,0
0.0626,0.53,0.015,0.27,0
0.0793,0.641,0.016,0.22,0
0.0613,0.583,0.018,0.38,0
0.0344,0.309,0.015,0.11,0
0.0631,0.524,0.019,0,0
0.0787,0.565,2.98,0,0
0.0768,0.662,0.022,0.4,0
0.0713,0.389,0.019,0.15,0
0.0391,0.552,0.018,0.18,0
0.0688,0.363,0.021,0,0
0.0335,0.556,0.022,0.14,0
0.0523,0.514,0.018,0,0
0.0678,0.553,0.021,0.03,0
0.0614,0.582,0.016,0.12,0
0.0658,0.584,0.016,0.23,0
0.059,0.633,0.016,0.32,0
0.0799,0.513,0.023,0.08,0
0.0375,0.479,0.014,0.15,0
0.0611,0.625,0.019,0.26,0
0.0727,0.402,0.018,0.3,0
0.0692,0.45,0.019,0,0
0.0711,0.497,0.023,0.26,0
0.0613,0.547,0.017,0.43,0
0.0368,0.426,0.016,0.26,0
0.0457,0.492,0.017,0.38,0
0.076,0.455,0.018,0,0
0.0378,0.513,0.016,0,0
0.0614,0.655,0.018,0.07,0
0.0706,0.335,0.037,0.1,0
0.077,0.58,0.018,0.06,0
0.067,0.352,0.02,0.36,0
0.0467,0.539,0.016,0.34,0
0.0475,0.54,0.017,0.18,0
0.0391,0.522,0.015,0.09,0
0.0436,0.511,0.015,0.18,0
0.0742,0.593,0.023,0.18,0
0.0739,0.565,0.03,0,0
0.0472,0.481,0.019,0.01,0
0.0725,0.55,0.017,0.29,0
0.0536,0.462,0.018,0.06,0
0.0801,0.538,0.018,0.07,0
0.0741,0.532,0.017,0,0
0.0503,0.514,0.019,0,0
0.0345,0.444,0.017,0.27,0
0.0813,0.479,0.022,0,0
0.0428,0.598,0.017,0.29,0
0.0823,0.4,0.022,0.34,0
0.0729,0.482,0.019,0.38,0
0.0453,0.515,0.017,0.02,0
0.0457,0.475,0.02,0.27,0
0.0829,0.418,0.017,0.36,0
0.0547,0.514,0.018,0.12,0
0.0511,0.357,0.015,0.39,0
0.0346,0.462,0.018,0.35,0
0.0766,0.562,0.027,0.31,0
0.0716,0.43,0.018,0,0
0.063,0.395,0.024,0.22,0
0.0343,0.625,0.02,0.37,0
0.0738,0.566,0.019,0.2,0
0.072,0.457,0.034,0.39,0
0.0836,0.617,0.017,0.27,0
0.0488,0.555,0.018,0.14,0
0.0808,0.528,0.017,0.27,0
0.0738,0.354,0.017,0.08,0
0.0815,0.577,0.017,0.28,0
0.064,0.364,0.022,0.37,0
0.0442,0.445,0.017,0.04,0
0.0831,0.448,0.02,0.16,0
0.0757,0.535,0.019,0,0
0.0717,0.574,0.334,0,0
0.0736,0.618,0.018,0.28,0
0.0632,0.575,0.016,0.09,0
0.0465,0.543,0.017,0.17,0
0.076,0.539,0.016,0.03,0
0.0615,0.572,0.016,0.02,0
0.0618,0.607,0.019,0.08,0
0.0491,0.53,0.015,0.16,0
0.072,0.533,0.016,0.23,0
0.0718,0.551,0.016,0.04,0
0.0788,0.393,0.017,0.16,0
0.0648,0.66,0.018,0.32,0
0.0777,0.4,0.022,0,0
0.0754,0.652,0.017,0.22,0
0.058,0.512,0.056,0.04,0
0.0326,0.477,0.016,0.32,0
0.0312,0.392,0.023,0.33,0
0.0817,0.622,0.026,0.19,0
0.0808,0.495,0.022,0,0
0.0838,0.6,0.024,0.22,0
0.0762,0.452,0.019,0.29,0
0.0845,0.533,0.017,0.03,0
0.0307,0.536,0.019,0.18,0
0.0513,0.475,0.017,0.15,0
0.0591,0.325,0.023,0.17,0
0.0702,0.577,0.019,0.39,0
0.066,0.476,0.023,0.23,0
0.0374,0.51,0.052,0,0
0.0703,0.611,0.016,0.17,0
0.0818,0.521,0.016,0.19,0
0.0803,0.589,0.017,0.19,0
0.0367,0.525,0.018,0.12,0
0.0826,0.488,0.017,0.08,0
0.0705,0.531,0.022,0.01,0
0.0658,0.529,0.018,0.02,0
0.0472,0.574,0.016,0.08,0
0.0303,0.473,0.016,0.2,0
0.0822,0.42,0.023,0,0
0.0589,0.499,0.022,0,0
0.0653,0.602,0.018,0.13,0
0.0625,0.408,0.015,0.45,0
0.0354,0.47,0.019,0.05,0
0.0707,0.539,0.022,0.08,0
0.0716,0.564,0.019,0.07,0
0.0709,0.452,0.018,0,0
0.0421,0.618,0.017,0.06,0
0.0832,0.529,0.019,0.09,0
0.0831,0.573,0.019,0.16,0
0.073,0.539,0.02,0.36,0
0.0489,0.517,0.023,0.44,0
0.0826,0.424,0.021,0.07,0
0.075,0.517,0.018,0.09,0
0.0711,0.434,0.022,0.35,0
0.0541,0.519,0.017,0,0
0.0465,0.465,0.019,0.15,0
0.0316,0.521,0.017,0.06,0
0.0709,0.565,0.021,0.41,0
0.0642,0.63,0.016,0.4,0
0.0625,0.571,0.019,0.19,0
0.0762,0.583,0.017,0.13,0
0.0464,0.582,0.015,0.25,0
0.0495,0.559,0.016,0.3,0
0.0789,0.568,0.017,0.12,0
0.0705,0.489,0.031,0.12,0
0.0364,0.432,0.018,0.08,0
0.0489,0.453,0.019,0.07,0
0.084,0.648,0.022,0.19,0
0.0551,0.319,0.026,0.3,0
0.051,0.4,0.017,0.22,0
0.0562,0.347,0.016,0.29,0
0.0733,0.469,0.018,0,0
0.0475,0.427,0.02,0,0
0.054,0.452,0.025,0.19,0
0.0642,0.488,0.018,0.07,0
0.0721,0.546,0.043,0.3,0
0.0446,0.364,0.116,0.04,0
0.0364,0.541,0.016,0,0
0.0406,0.547,0.015,0.21,0
0.0659,0.478,0.015,0.2,0
0.063,0.483,0.019,0,0
0.0689,0.49,0.019,0.03,0
0.0787,0.491,0.022,0.1,0
0.0784,0.406,0.028,0.03,0
0.0319,0.462,0.018,0.39,0
0.033,0.51,0.017,0.05,0
0.074,0.451,0.016,0.26,0
0.0417,0.515,0.019,0,0
0.0377,0.357,0.015,0.03,0
0.078,0.506,0.021,0,0
0.0611,0.47,0.018,0,0
0.0683,0.547,0.018,0.07,0
0.0605,0.472,0.022,0.2,0
0.0444,0.611,0.041,0.3,0
0.0443,0.367,0.017,0.18,0
0.076,0.455,0.024,0.13,0
0.0434,0.493,0.016,0.37,0
0.07,0.43,0.025,0.29,0
0.0835,0.525,0.017,0.01,0
0.0527,0.635,0.046,0,0
0.0664,0.687,0.015,0.47,0
0.0343,0.565,0.015,0.03,0
0.0811,0.358,0.035,0.2,0
0.0515,0.464,0.016,0.08,0
0.0757,0.353,0.087,0.15,0
0.0729,0.544,0.016,0.22,0
0.0432,0.595,0.016,0.16,0
0.0565,0.572,0.017,0,0
0.0409,0.457,0.018,0,0
0.0826,0.388,0.026,0.33,0
0.0653,0.572,0.019,0.1,0
0.0803,0.59,0.016,0,0
0.0805,0.542,0.028,0,0
0.0442,0.57,0.019,0.03,0
0.0823,0.53,0.022,0.04,0
0.078,0.438,0.021,0.18,0
0.0621,0.451,0.03,0.38,0
0.0749,0.497,0.022,0,0
0.0786,0.624,0.015,0.22,0
0.0461,0.53,0.017,0.12,0
0.0804,0.391,0.017,0,0
0.0767,0.577,0.02,0.09,0
0.0671,0.497,0.017,0.02,0
0.0658,0.427,0.028,0.01,0
0.0817,0.491,0.018,0,0
0.045,0.649,0.016,0.28,0
0.0756,0.555,0.021,0,0
0.0844,0.414,0.033,0,0
0.0762,0.287,0.022,0.17,0
0.0454,0.434,0.021,0.24,0
0.0334,0.512,0.016,0.01,0
0.0365,0.43,0.02,0,0
0.0757,0.448,0.023,0.01,0
0.0809,0.355,0.03,0.13,0
0.0378,0.531,0.031,0.4,0
0.0684,0.374,0.019,0.31,0
0.0733,0.432,0.062,0.17,0
0.0765,0.582,0.022,0.17,0
0.034,0.567,0.015,0.19,0
0.047,0.581,0.017,0.23,0
0.0784,0.566,0.026,0.03,0
0.0504,0.5,0.024,0,0
0.0668,0.573,0.019,0.1,0
0.0462,0.499,0.018,0.31,0
0.0455,0.567,0.016,0.34,0
0.0736,0.503,0.02,0.07,0
0.0813,0.429,0.436,0.19,0
0.0345,0.553,0.018,0.23,0
0.0741,0.615,0.018,0.09,0
0.0388,0.602,0.015,0.27,0
0.0352,0.617,0.018,0.24,0
0.0784,0.479,0.018,0.08,0
0.0463,0.616,0.016,0.14,0
0.0342,0.391,0.016,0.28,0
0.0393,0.532,0.017,0,0
0.0656,0.484,0.015,0.1,0
0.0598,0.507,0.017,0,0
0.0348,0.525,0.016,0.26,0
0.0818,0.629,0.017,0.41,0
0.0557,0.583,0.016,0.24,0
0.0765,0.556,0.018,0.32,0
0.0564,0.551,0.021,0,0
0.0319,0.608,0.015,0.41,0
0.0438,0.542,0.018,0,0
0.0699,0.514,0.017,0.19,0
0.0795,0.538,0.022,0,0
0.0351,0.489,0.015,0.29,0
0.0585,0.482,0.019,0.05,0
0.069,0.546,0.016,0.24,0
0.063,0.324,0.017,0.14,0
0.0646,0.394,0.021,0.02,0
0.0542,0.567,0.022,0.11,0
0.0756,0.563,0.027,0.24,0
0.037,0.545,0.017,0.08,0
0.0662,0.619,0.016,0.25,0
0.077,0.654,0.017,0.4,0
0.0348,0.61,0.025,0.15,0
0.064,0.609,0.019,0,0
0.0758,0.598,0.018,0.11,0
0.0623,0.406,0.016,0.03,0
0.0405,0.501,0.017,0.43,0
0.0634,0.357,0.02,0.11,0
0.0709,0.523,0.018,0,0
0.0373,0.444,0.016,0,0
0.0369,0.596,0.019,0,0
0.0757,0.581,0.021,0,0
0.0483,0.462,0.016,0,0
0.0777,0.585,0.023,0,0
0.0749,0.559,0.016,0.41,0
0.0653,0.549,0.024,0,0
0.0613,0.579,0.015,0.22,0
0.0398,0.486,0.017,0.01,0
0.0353,0.623,0.016,0.1,0
0.0824,0.512,0.02,0,0
0.0426,0.546,0.015,0.1,0
0.0781,0.572,0.018,0.08,0
0.0614,0.507,0.017,0.35,0
0.0558,0.563,0.019,0,0
0.0787,0.485,0.016,0.13,0
0.0718,0.568,0.018,0.24,0
0.0455,0.481,0.02,0,0
0.08,0.633,0.019,0.33,0
0.0763,0.44,0.018,0.14,0
0.0391,0.465,0.016,0.02,0
0.0713,0.532,0.019,0.42,0
0.0781,0.356,0.024,0.22,0
0.085,0.607,0.016,0.37,0
0.0837,0.577,0.022,0.23,0
0.0759,0.597,0.019,0.04,0
0.0803,0.516,0.018,0,0
0.037,0.581,0.017,0.08,0
0.0589,0.466,0.025,0.41,0
0.0688,0.385,0.026,0.1,0
0.082,0.559,0.021,0.05,0
0.0743,0.581,0.016,0,0
0.0756,0.563,0.017,0.15,0
0.0581,0.505,0.017,0,0
0.0339,0.508,0.019,0.48,0
0.0582,0.658,0.017,0.38,0
0.0727,0.455,0.017,0.06,0
0.0393,0.464,0.052,0,0
0.0328,0.575,0.015,0.06,0
0.0605,0.503,0.018,0.27,0
0.0735,0.639,0.018,0.12,0
0.0657,0.562,0.019,0.36,0
0.0745,0.569,0.017,0.46,0
0.0728,0.342,0.024,0.09,0
0.0302,0.62,0.015,0.29,0
0.0742,0.552,0.019,0,0
0.0729,0.584,0.02,0.24,0
0.0574,0.622,0.015,0.29,0
0.0782,0.556,0.017,0.02,0
0.0455,0.424,0.016,0,0
0.0596,0.55,0.016,0.26,0
0.0727,0.678,0.062,0.34,0
0.0845,0.502,0.029,0.03,0
0.0644,0.517,0.021,0.21,0
0.0347,0.551,0.015,0.17,0
0.0788,0.59,0.029,0.05,0
0.0681,0.522,0.018,0,0
0.0576,0.585,0.016,0.17,0
0.0754,0.582,0.017,0.32,0
0.0719,0.59,0.017,0,0
0.0655,0.651,0.016,0.39,0
0.0822,0.632,0.068,0.48,0
0.0803,0.454,0.02,0.07,0
0.0831,0.62,0.017,0.17,0
0.084,0.633,0.019,0.24,0
0.0667,0.563,0.016,0.08,0
0.0603,0.529,0.022,0,0
0.0506,0.461,0.019,0,0
0.0678,0.509,0.016,0.01,0
0.0661,0.351,0.025,0,0
0.0724,0.433,0.016,0.03,0
0.0754,0.406,0.039,0,0
0.0726,0.38,0.024,0.16,0
0.0422,0.556,0.019,0.19,0
0.0735,0.439,0.031,0.29,0
0.078,0.535,0.017,0.05,0
0.0619,0.654,0.018,0.16,0
0.0519,0.541,0.019,0,0
0.0703,0.66,0.016,0.26,0
0.0741,0.436,0.021,0.28,0
0.0707,0.566,0.018,0.09,0
0.0714,0.552,0.018,0.16,0
0.0681,0.608,0.017,0.48,0
0.0826,0.64,0.016,0.41,0
0.0678,0.548,0.025,0.46,0
0.0502,0.525,0.016,0,0
0.0652,0.599,0.023,0.18,0
0.0763,0.577,0.017,0.42,0
0.0831,0.671,0.051,0.4,0
0.0775,0.661,0.016,0.39,0
0.0783,0.405,0.024,0,0
0.0782,0.418,0.024,0.09,0
0.0399,0.481,0.016,0.26,0
0.057,0.494,0.018,0,0
0.055,0.429,0.018,0,0
0.068,0.596,0.016,0.1,0
0.035,0.586,0.016,0.24,0
0.0396,0.501,0.016,0,0
0.0373,0.577,0.015,0.29,0
0.0827,0.445,0.019,0,0
0.0707,0.447,0.022,0.18,0
0.0775,0.424,0.019,0,0
0.0767,0.444,0.02,0,0
0.0536,0.529,0.018,0.02,0
0.0427,0.569,0.016,0,0
0.0805,0.597,0.018,0.12,0
0.0365,0.459,0.015,0.18,0
0.0341,0.509,0.017,0.1,0
0.0704,0.542,0.021,0,0
0.0738,0.427,0.02,0.17,0
0.0676,0.61,0.018,0.48,0
0.0397,0.628,0.02,0.35,0
0.0666,0.565,0.337,0,0
0.0785,0.414,0.023,0.16,0
0.0329,0.504,0.015,0.41,0
0.0771,0.409,0.021,0.03,0
0.0683,0.372,0.027,0.08,0
0.0677,0.578,0.017,0.08,0
0.0447,0.388,0.017,0.22,0
0.0775,0.453,0.024,0,0
0.0679,0.605,0.147,0.05,0
0.073,0.412,0.036,0.46,0
0.0516,0.565,0.018,0.18,0
0.0586,0.519,0.028,0,0
0.0617,0.57,0.016,0.13,0
0.0352,0.577,0.019,0,0
0.0654,0.399,0.018,0.09,0
0.0446,0.459,0.019,0.11,0
0.0723,0.577,0.022,0.11,0
0.0339,0.613,0.017,0.43,0
0.0776,0.551,0.019,0.37,0
0.0644,0.483,0.021,0.03,0
0.0659,0.407,0.025,0.01,0
0.0655,0.506,0.02,0.28,0
0.082,0.518,0.021,0.08,0
0.0661,0.6,0.068,0.12,0
0.0621,0.63,0.016,0.3,0
0.0674,0.506,0.016,0.04,0
